PCode,Sante ID,District ID,Nom Institute,Operating Organisation,Comment,Y DDS,Commune,Facility Name (English),Departemen,Categorie,Construction Type,X DDS,Source,FID Value,Commune Code,Facility Name (French),Fax,Accuracy,Region ID,Health Center ID,Facility Name (Kreyol),Type,Damage,Telephone,Commune ID,Address,Email,latitude,longitude
95192,0,1,CENTRE DE SANTE COMMUNAUTAIRE STE JUSTINE,,,18.542878,DELMAS,,OUEST,C/S,,-72.301925,2005 MSPP database with geocodes,261,112,,,,1,1129006,,,,,12,,,18.5428785819,-72.3019257743
11202,171,1,CENTRE DE SANTE COMMUNAL DE DELMAS 32,,,18.546113,DELMAS,,OUEST,CSL,,-72.3071,2005 MSPP database with geocodes,262,112,,,,1,1120262,,PRI,,,12,,,18.5461130273,-72.3071009444
95193,0,1,BSD SANTE,,,18.550438,DELMAS,,OUEST,Unknown,,-72.307724,2005 MSPP database with geocodes,263,112,,,,1,1129002,,,,,12,,,18.5504383137,-72.3077242313
11202,0,1,CENTRE MEDICO-POPULAIRE DE BAS FONDS PHILOMENE,,,18.547131,DELMAS,,OUEST,CSL,,-72.312632,2005 MSPP database with geocodes,264,112,,,,1,1129018,,PRI,,,12,,,18.5471310188,-72.3126329156
11202,56,1,CENTRE MEDICO POPULAIRE BAS FONDS PHILOMENE,,,18.54145,DELMAS,,OUEST,CSL,,-72.307524,2005 MSPP database with geocodes,265,112,,,,1,1120265,,PRI,,,12,,,18.5414504996,-72.3075243488
95194,0,1,CENTRE MEDICAL SAINT MONFORT,,,18.560927,DELMAS,,OUEST,C/S,,-72.313145,2005 MSPP database with geocodes,266,112,,,,1,1129016,,,,,12,,,18.560927347,-72.3131459155
95195,0,1,CENTRE DE SANTE DE CITE SICLAIR,,,18.564205,DELMAS,,OUEST,C/S,,-72.308123,2005 MSPP database with geocodes,267,112,,,,1,1129008,,,,,12,,,18.5642058962,-72.3081236365
95196,0,1,CENTRE DE SANTE EVANGELIQUE DE TORCELLE,,,18.530512,PETION-VILLE,,OUEST,C/S,,-72.249695,2005 MSPP database with geocodes,268,114,,,,1,1149005,,,,,14,,,18.5305124534,-72.2496954037
95197,81,1,CENTRE DE SANTE ST PAUL,,,18.543554,DELMAS,,OUEST,C/S,,-72.305607,2005 MSPP database with geocodes,269,112,,,,1,1120269,,,,,12,,,18.5435542506,-72.3056073802
95198,0,1,CENTRE DE SANTE ORGANISATION ROOM,,,18.546145,TABARRE,,OUEST,C/S,,-72.239949,2005 MSPP database with geocodes,270,118,,,,1,1189003,,,,,11,,,18.5461451747,-72.2399496657
95199,0,1,CENTRE MEDICAL COMMUNAUTAIRE DE TABARRE,,,18.581347,TABARRE,,OUEST,C/S,,-72.270015,2005 MSPP database with geocodes,271,118,,,,1,1189004,,,,,11,,,18.5813475309,-72.270015377
95200,0,1,CENTRE DE SANTE DE TABARRE - HAITI -MED,HAITI MED,,18.580379,TABARRE,,OUEST,C/S,,-72.267398,2005 MSPP database with geocodes,272,118,,,,1,1189002,,,,,11,,,18.5803795195,-72.267398403
95201,0,1,LA VIERGE MIRACLE - CENTRE MEDICAL DE FLEURS,,,18.577263,TABARRE,,OUEST,C/S,,-72.261141,2005 MSPP database with geocodes,273,118,,,,1,1189006,,,,,11,,,18.5772636907,-72.2611418321
95202,74,1,CENTRE DE SANTE COMMUNAUTAIRE MAIS GATE,ADEM,,18.573096,DELMAS,,OUEST,C/S,,-72.297123,2005 MSPP database with geocodes,274,112,,,,1,1120274,,,,,12,,,18.5730966297,-72.2971232665
95203,0,1,CENTRE DE LA SANTE DE LA CROIX DES MISSIONS,,,18.595519,TABARRE,,OUEST,C/S,,-72.285888,2005 MSPP database with geocodes,275,118,,,,1,1189001,,,,,11,,,18.5955191024,-72.2858883905
95204,0,1,CENTRE MEDICO - CHIRUGICAL SAINT JEAN,,,18.588731,TABARRE,,OUEST,C/S,,-72.274859,2005 MSPP database with geocodes,276,118,,,,1,1189005,,,,,11,,,18.588731871,-72.2748597299
95205,0,1,CENTRE DE SANTE CDPS,,,18.555358,DELMAS,,OUEST,C/S,,-72.28179,2005 MSPP database with geocodes,277,112,,,,1,1129005,,,,,12,,,18.5553580374,-72.2817904009
95206,0,1,CENTRE DE SANTE DU SOUVENIR,,,18.543584,DELMAS,,OUEST,C/S,,-72.308967,2005 MSPP database with geocodes,278,112,,,,1,1129010,,,,,12,,,18.5435841323,-72.3089677886
95207,0,1,CENTRE DU VRAI DED DE L'EGLISE DE DIEU,,,18.552405,DELMAS,,OUEST,C/S,,-72.311433,2005 MSPP database with geocodes,279,112,,,,1,1129015,,,,,12,,,18.5524055872,-72.3114331386
95208,0,1,HOPITAL UNIMED,,Multiple records - possible location,18.547418,DELMAS,,OUEST,HOP,,-72.30494,2005 MSPP database with geocodes,280,112,,,,1,1129032,,,,,12,,,18.5474186456,-72.3049408182
11209,63,1,HOPITAL ESPOIR,Dr DarlFne Gousse,,18.541257,DELMAS,,OUEST,HOP,,-72.278946,2005 MSPP database with geocodes,281,112,,,,1,1120281,,PRI,,,12,,,18.5412574178,-72.2789463718
95209,0,1,HOPITAL LA TRINITE,,,18.554464,DELMAS,,OUEST,HOP,,-72.310785,2005 MSPP database with geocodes,282,112,,,,1,1129031,,,,,12,,,18.5544642554,-72.3107854743
95210,0,1,CENTRE DE SANTE EXCLUSION EVANGELIQUE MONDIALE,,,18.543754,DELMAS,,OUEST,C/S,,-72.301893,2005 MSPP database with geocodes,283,112,,,,1,1129012,,,,,12,,,18.5437540324,-72.3018930843
11208,62,1,GRACE CHILDREN HOSPITAL,,,18.559745,DELMAS,,OUEST,HOP,,-72.301831,2005 MSPP database with geocodes,284,112,,,,1,1120284,,PRI,,,12,,,18.559745407,-72.301831045
95211,0,1,COMPLEXE MEDICO-CHIRURGICAL DE SILO,,,18.55362,DELMAS,,OUEST,C/S,,-72.27591,2005 MSPP database with geocodes,285,112,,,,1,1129023,,,,,12,,,18.553620737,-72.2759101142
11404,118,1,HOPITAL DE LA COMMUNAUTE HAITIENNE,FHASE(FONDATION HAITIENNE POUR LA SANTE ET L'EDUCATION),,18.524045,PETION-VILLE,,OUEST,HOP,,-72.272611,2005 MSPP database with geocodes,286,114,,,,1,1140287,,MIX,,,14,,,18.524045278,-72.2726116856
95212,0,1,DISPENSAIRE-LABORATOIRE RETRAITE SAINT-ANE,,,18.525468,DELMAS,,OUEST,DISP,,-72.280521,2005 MSPP database with geocodes,287,112,,,,1,1129026,,,,,12,,,18.5254686595,-72.2805216647
95213,0,1,CLINIQUE COMMUNAUTAIRE DE DELMAS 75,FONDEFH,,18.546018,DELMAS,,OUEST,C/S,,-72.289123,2005 MSPP database with geocodes,288,112,,,,1,1129021,,,,,12,,,18.5460181912,-72.2891239582
95214,0,1,CENTRE POPULAIRE MAHONAHIM,,,18.539094,DELMAS,,OUEST,C/S,,-72.294288,2005 MSPP database with geocodes,289,112,,,,1,1129020,,,,,12,,,18.5390940311,-72.2942885963
95215,0,1,CENTRE MEDICO SOCIAL,,,18.549677,DELMAS,,OUEST,C/S,,-72.295541,2005 MSPP database with geocodes,290,112,,,,1,1129017,,,,,12,,,18.5496771402,-72.2955419504
95216,0,1,CENTRE DE SANTE FAMILIA LE CHAB,,,18.557633,DELMAS,,OUEST,C/S,,-72.295615,2005 MSPP database with geocodes,291,112,,,,1,1129013,,,,,12,,,18.5576336543,-72.2956153869
95217,0,1,CENTRE MEDICO-SOCIAL PETIT PLACE CAZEAU,(CDS),,18.564533,DELMAS,,OUEST,C/S,,-72.282468,2005 MSPP database with geocodes,292,112,,,,1,1129019,,,,,12,,,18.5645332127,-72.2824687535
95218,0,1,DFPL/PNH,,,18.545431,PORT-AU-PRINCE,,OUEST,Unknown,,-72.339253,2005 MSPP database with geocodes,293,111,,,,1,1119021,,,,,11,,,18.5454312702,-72.3392536677
95219,1,5,DISPENSAIRE DE MAISSADE,Dr Micheline Bien AimT,,19.176316,MAISSADE,,CENTRE,DISP,,-72.138886,2005 MSPP database with geocodes,294,612,,,,6,6120295,,,,,12,,,19.1763164248,-72.138886926
95220,5,6,DISPENSAIRE DE CHATEAU,MOUVEMENT PAYSAN DE CHATEAU (MPC),,18.173911,PORT-SALUT,,SUD,DISP,,-73.909397,2005 MSPP database with geocodes,295,721,,,,7,7210296,,,,,23,,,18.1739111529,-73.9093973367
95221,3,6,DISPENSAIRE DE ARNIQUET,,,18.145835,PORT-SALUT,,SUD,DISP,,-73.875277,2005 MSPP database with geocodes,296,721,,,,7,7210297,,,,,23,,,18.1458350831,-73.8752776414
95222,7,5,MAZENOD,SOEURS DE LA CHARITE DE ST LOUIS,,18.329181,CAMP PERRIN,,SUD,Other,,-73.853195,2005 MSPP database with geocodes,297,714,,,,7,7140298,,,,,14,,,18.3291819597,-73.853195614
95223,4,4,FLAMANDS,PAROISSE DE CAVAILLON,,18.251985,CAVAILLON,,SUD,Other,,-73.651644,2005 MSPP database with geocodes,298,733,,,,7,7330299,,,,,33,,,18.251985541,-73.6516443344
95224,6,4,SUDRE,,,18.414444,CAVAILLON,,SUD,Other,,-73.635834,2005 MSPP database with geocodes,299,733,,,,7,7330300,,,,,33,,,18.4144448487,-73.6358343914
95225,0,5,MISSIONNAIRES,SOEURS IMMACULEE CONCEPTION (MIC),,18.213477,LES CAYES,,SUD,Other,,-73.751112,2005 MSPP database with geocodes,300,711,,,,7,7119010,,,,,11,,,18.2134772538,-73.7511122722
95226,38,5,LA KAY TI MOUN BON DYE,SOEURS DE ST FRANCOIS D'ASSISE (SFA),,18.194405,LES CAYES,,SUD,Other,,-73.743466,2005 MSPP database with geocodes,301,711,,,,7,7110302,,,,,11,,,18.1944050872,-73.7434668818
95227,19,5,LABORDE,CARITAS DOCESAIN - CAYES (DCCH),,18.282344,LES CAYES,,SUD,Other,,-73.803225,2005 MSPP database with geocodes,302,711,,,,7,7110303,,,,,11,,,18.2823447096,-73.8032251724
95228,24,5,DISP. WORLD VISION DE CANCE,WORLD VISION,,18.268842,LES CAYES,,SUD,DISP,,-73.775962,2005 MSPP database with geocodes,303,711,,,,7,7110304,,,,,11,,,18.2688429375,-73.77596251
95229,20,5,COLETTE,MSPP,,18.193017,LES CAYES,,SUD,Other,,-73.777617,2005 MSPP database with geocodes,304,711,,,,7,7110305,,,,,11,,,18.1930170514,-73.7776179409
95230,22,5,LAURENT,MSPP,,18.262126,LES CAYES,,SUD,Other,,-73.735319,2005 MSPP database with geocodes,305,711,,,,7,7110306,,,,,11,,,18.2621264031,-73.7353192261
95231,23,5,FONFRED,,,18.227982,LES CAYES,,SUD,Other,,-73.799379,2005 MSPP database with geocodes,306,711,,,,7,7110307,,,,,11,,,18.2279823495,-73.7993797387
95232,1,6,CHANTAL,SOEURS DE MARIE IMMACULEE CONCEPTION (MIC),,18.202965,CHANTAL,,SUD,Other,,-73.888953,2005 MSPP database with geocodes,307,713,,,,7,7130308,,,,,13,,,18.2029657424,-73.8889531931
95233,7,6,LE PRETRE,MPL MOUVMAN PAYSAN LE PRETRE,,18.267269,CHANTAL,,SUD,Other,,-73.947409,2005 MSPP database with geocodes,308,713,,,,7,7130309,,,,,13,,,18.2672695378,-73.9474092945
95234,1,3,STE ANNE,,,18.273607,CHARDONNIERES,,SUD,Other,,-74.166083,2005 MSPP database with geocodes,309,751,,,,7,7510310,,,,,51,,,18.2736076209,-74.1660830713
95235,5,5,DISP DE MANICHE,SOEURS DE ST FRANCOIS D'ASSISE,,18.345133,MANICHE,,SUD,DISP,,-73.777829,2005 MSPP database with geocodes,310,715,,,,7,7150311,,,,,15,,,18.3451335782,-73.7778299427
95236,6,5,DORY,(PAROISSE DE DORY)  MSPP,,18.356946,MANICHE,,SUD,Other,,-73.723056,2005 MSPP database with geocodes,311,715,,,,7,7150312,,,,,15,,,18.356946656,-73.7230566183
95237,11,5,MELON,MSPP,,18.35311,MANICHE,,SUD,Other,,-73.773307,2005 MSPP database with geocodes,312,715,,,,7,7150313,,,,,15,,,18.3531109858,-73.773307073
95238,8,6,CARREFOUR JOUTE,,,18.115161,ST. JEAN DU SUD,,SUD,Other,,-73.852054,2005 MSPP database with geocodes,313,722,,,,7,7220314,,,,,22,,,18.115161752,-73.8520544089
95239,10,6,DISP. DE MAILLARD,STRICTEMENT PRIVE,,18.172689,TORBECK,,SUD,DISP,,-73.832222,2005 MSPP database with geocodes,314,712,,,,7,7120315,,,,,12,,,18.1726894883,-73.8322227819
95240,6,6,DISP.  ST JOSEPH,MSSP,,18.16035,TORBECK,,SUD,DISP,,-73.806658,2005 MSPP database with geocodes,315,712,,,,7,7120316,,,,,12,,,18.1603506953,-73.8066583914
95241,12,6,FERME LEBLANC,MSSP,,18.288047,TORBECK,,SUD,Other,,-73.883937,2005 MSPP database with geocodes,316,712,,,,7,7120317,,,,,12,,,18.2880473075,-73.8839376887
95242,11,6,DISPENSAIRE DE BERAUD,,,18.205415,TORBECK,,SUD,DISP,,-73.859813,2005 MSPP database with geocodes,317,712,,,,7,7120318,,,,,12,,,18.2054155389,-73.8598139944
95243,9,6,DISPENSAIRE DE DUCIS,,,18.234514,TORBECK,,SUD,DISP,,-73.887504,2005 MSPP database with geocodes,318,712,,,,7,7120319,,,,,12,,,18.2345147453,-73.8875046322
95244,12,5,DISPENSAIRE DE MERSAN,,,18.281058,CAMP PERRIN,,SUD,DISP,,-73.843872,2005 MSPP database with geocodes,319,714,,,,7,7140320,,,,,14,,,18.2810585895,-73.8438728397
95245,9,5,DISPENSAIRE DE GUICHARD,,,18.29567,CAMP PERRIN,,SUD,DISP,,-73.828837,2005 MSPP database with geocodes,320,714,,,,7,7140321,,,,,14,,,18.2956700188,-73.8288378066
95246,15,5,DISPENSAIRE DE RHE,,,18.336964,CAMP PERRIN,,SUD,DISP,,-73.883945,2005 MSPP database with geocodes,321,714,,,,7,7140322,,,,,14,,,18.3369644251,-73.8839458893
95247,6,1,DISPENSAIRE DE THOMASSIQUE,MSPP,,19.082701,THOMASSIQUE,,CENTRE,DISP,,-71.839263,2005 MSPP database with geocodes,322,642,,,,6,6420323,,,,,42,,,19.0827016853,-71.8392639054
95248,8,2,CENTRE MEDICO - SOCIAL DE GEBEAU,EGLISE METHODISTE D'HAITI,,18.622122,JEREMIE,,GRANDE ANSE,C/S,,-74.1116,2005 MSPP database with geocodes,323,811,,,,8,8110324,,,,,11,,,18.6221224157,-74.1116005168
95249,14,2,DISPENSAIRE DE ROSEAUX,MSPP - SOEURS BON PASTEUR,,18.599179,ROSEAUX,,GRANDE ANSE,DISP,,-74.015662,2005 MSPP database with geocodes,324,832,,,,8,8320325,,,,,32,,,18.599179089,-74.0156629303
95250,6,1,DISPENSAIRE LA PROVIDENCE DE BEAUMONT,MSPP - EGLISE CATHOLIQUE,,18.477785,BEAUMONT,,GRANDE ANSE,DISP,,-73.955195,2005 MSPP database with geocodes,325,833,,,,8,8330326,,,,,33,,,18.4777857455,-73.9551951786
95251,0,1,DISPENSAIRE DE MOMBIN,CITYMED,,18.477291,BEAUMONT,,GRANDE ANSE,DISP,,-73.997589,2005 MSPP database with geocodes,326,833,,,,8,8339002,,,,,33,,,18.4772918546,-73.997589462
95252,0,1,"CENTRE DE SANTE "" ESPWA '' DE CAYEMITTES",MSPP,,18.606752,PESTEL,,GRANDE ANSE,C/S,,-73.794977,2005 MSPP database with geocodes,327,834,,,,8,8349002,,,,,34,,,18.6067524294,-73.7949771342
95253,8,1,DISPENSAIRE DE DUCHITY,MSPP,,18.435078,PESTEL,,GRANDE ANSE,DISP,,-73.901086,2005 MSPP database with geocodes,328,834,,,,8,8340329,,,,,34,,,18.4350785861,-73.9010861747
95254,19,2,DISPENSAIRE DE PREVILE,MSPP / EGLISE CATHOLIQUE,,18.536388,JEREMIE,,GRANDE ANSE,DISP,,-74.157455,2005 MSPP database with geocodes,329,811,,,,8,8110330,,,,,11,,,18.5363885006,-74.1574553773
95255,6,2,DISPENSAIRE DE CARREFOUR - CHARLES,MSPP,,18.536696,ROSEAUX,,GRANDE ANSE,DISP,,-74.000047,2005 MSPP database with geocodes,330,832,,,,8,8320331,,,,,32,,,18.5366963734,-74.0000479143
95256,15,2,DISPENSAIRE SILOE DE LEON,MSPP / EGLISE CATHOLIQUE,,18.545621,JEREMIE,,GRANDE ANSE,DISP,,-74.111399,2005 MSPP database with geocodes,331,811,,,,8,8110332,,,,,11,,,18.5456214345,-74.1113999681
95257,11,2,DISPENSAIRE STE THERESE DE L'ENFANT JESUS DE C. SANON,MSPP / SOEURS DU BON PASTEUR,,18.635672,JEREMIE,,GRANDE ANSE,DISP,,-74.186146,2005 MSPP database with geocodes,332,811,,,,8,8110333,,,,,11,,,18.6356721254,-74.1861465313
95258,13,2,LOPINEAU DISPENSAIRE ST ANTOINE DE PADONNE,MSPP - EGLISE CATHOLIQUE,,18.509298,ROSEAUX,,GRANDE ANSE,DISP,,-74.062376,2005 MSPP database with geocodes,333,832,,,,8,8320334,,,,,32,,,18.5092989796,-74.0623763836
95259,3,3,DISPENSAIRE DE BOURDON,,,18.490001,CHAMBELLAN,,GRANDE ANSE,DISP,,-74.35058,2005 MSPP database with geocodes,334,815,,,,8,8150335,,,,,15,,,18.490001424,-74.3505809678
95260,16,2,DISPENSAIRE DE MACKANDAL,,,18.647255,JEREMIE,,GRANDE ANSE,DISP,,-74.115537,2005 MSPP database with geocodes,335,811,,,,8,8110336,,,,,11,,,18.6472552721,-74.1155370062
95261,3,2,HHF,MSH / HS 2007 - SECTEUR USA,,18.640826,JEREMIE,,GRANDE ANSE,Other,,-74.122604,2005 MSPP database with geocodes,336,811,,,,8,8110337,,,,,11,,,18.6408268096,-74.1226045542
95262,0,2,SANT SANTE ESPWA - HHF,MSH / HS 2007 - SECTEUR PRIVE USA,,18.64611,JEREMIE,,GRANDE ANSE,Other,,-74.120074,2005 MSPP database with geocodes,337,811,,,,8,8119009,,,,,11,,,18.6461107727,-74.1200745799
95263,17,2,DISPENSAIRE DE MARFRANC,MSPP,,18.587256,JEREMIE,,GRANDE ANSE,DISP,,-74.208942,2005 MSPP database with geocodes,338,811,,,,8,8110339,,,,,11,,,18.5872567811,-74.2089422329
95264,5,3,DISPENSAIRE DE MORON (NOTRE DAME DE LOURDES),EGLISE CATHOLIQUE,,18.559713,MORON,,GRANDE ANSE,DISP,,-74.256249,2005 MSPP database with geocodes,339,814,,,,8,8140340,,,,,14,,,18.5597133367,-74.2562495978
95265,1,3,CENTRE DE SANTE DE MORON,MSPP,,18.559778,MORON,,GRANDE ANSE,C/S,,-74.259101,2005 MSPP database with geocodes,340,814,,,,8,8140341,,,,,14,,,18.5597787792,-74.2591015653
95266,2,3,CENTRE DE SANTE DE CHAMBELLAN,MSPP,,18.550484,CHAMBELLAN,,GRANDE ANSE,C/S,,-74.313227,2005 MSPP database with geocodes,341,815,,,,8,8150342,,,,,15,,,18.5504849883,-74.3132275425
95267,9,4,DISPENSAIRE DE DESORMEAUX,,,18.545353,DAME-MARIE,,GRANDE ANSE,DISP,,-74.365428,2005 MSPP database with geocodes,342,822,,,,8,8220343,,,,,22,,,18.5453534887,-74.365428277
95268,4,4,DISPENSAIRE NOTRE DAME DES MALADES,,,18.560459,DAME-MARIE,,GRANDE ANSE,DISP,,-74.422949,2005 MSPP database with geocodes,343,822,,,,8,8220344,,,,,22,,,18.5604593273,-74.4229496529
95269,7,4,DISPENSAIRE DE BARIADELLE,MSPP,,18.516844,DAME-MARIE,,GRANDE ANSE,DISP,,-74.441342,2005 MSPP database with geocodes,344,822,,,,8,8220345,,,,,22,,,18.5168440853,-74.4413426262
95270,6,4,DISPENSAIRE DE MANDOU,MSPP / AFSC,,18.441373,ANSE-D'AINAULT,,GRANDE ANSE,DISP,,-74.449191,2005 MSPP database with geocodes,345,821,,,,8,8210346,,,,,21,,,18.4413739285,-74.4491911761
95271,1,4,SANT SANTE ESPWA AFSC - I ROIS,MSPP / AFSC,,18.406118,LES IROIS,,GRANDE ANSE,Other,,-74.449843,2005 MSPP database with geocodes,346,823,,,,8,8230347,,,,,23,,,18.4061189511,-74.44984305
81201,5,2,DISPENSAIRE SAINT JOSEPH DES ABRICOTS,MSPP,,18.648601,ABRICOTS,,GRANDE ANSE,DISP,,-74.307221,2005 MSPP database with geocodes,347,812,,,,8,8120348,,PUB,,,12,,,18.648601729,-74.3072213055
95272,18,2,NUMERO 2,MSPP ET EGLISE CATHOLIQUE,,18.662431,JEREMIE,,GRANDE ANSE,Other,,-74.157489,2005 MSPP database with geocodes,348,811,,,,8,8110349,,,,,11,,,18.6624317306,-74.1574893282
95273,20,2,CENTRE DE SANTE DE SAINT - HELENE,MSPP - MSH,,18.637605,JEREMIE,,GRANDE ANSE,C/S,,-74.112174,2005 MSPP database with geocodes,349,811,,,,8,8110350,,,,,11,,,18.6376058031,-74.1121741756
95274,0,1,DP ST FRANCOIS XAVIER DE BAUDIN,,,18.306992,LA VALLEE,,SUD EST,DISP,,-72.709626,2005 MSPP database with geocodes,350,214,,,,2,2149002,,,,,14,,,18.3069922951,-72.7096267717
95275,11,6,DP DE GRESSOT,,,18.982655,SAINT-MARC,,ARTIBONITE,DISP,,-72.646078,2005 MSPP database with geocodes,351,531,,,,5,5310352,,,,,31,,,18.9826558532,-72.6460783378
95276,6,1,DP SAINTE ANNE DE SUCRERIE HENRY,,,18.290992,ST. LOUIS DU SUD,,SUD,DISP,,-73.570397,2005 MSPP database with geocodes,352,732,,,,7,7320353,,,,,32,,,18.2909922635,-73.5703972272
15205,9,7,DISPENSAIRE SAINT LOUIS,,,18.78636,POINTE A RAQUETTE,,OUEST,DISP,,-73.063577,2005 MSPP database with geocodes,353,152,,,,1,1520354,,PRI,,,52,,,18.786360652,-73.0635770781
95277,0,1,DISPENSAIRE COMMUNAUTAIRE,,,18.314396,LA VALLEE,,SUD EST,DISP,,-72.65954,2005 MSPP database with geocodes,354,214,,,,2,2149001,,,,,14,,,18.314396312,-72.6595403282
95278,9,6,DP AUX SOURCES,,,19.330018,DESDUNES,,ARTIBONITE,DISP,,-72.675744,2005 MSPP database with geocodes,355,544,,,,5,5440356,,,,,44,,,19.3300181644,-72.675744451
95279,12,6,DP DE JEANTON,,,19.075414,SAINT-MARC,,ARTIBONITE,DISP,,-72.708739,2005 MSPP database with geocodes,356,531,,,,5,5310357,,,,,31,,,19.0754144577,-72.7087390478
95280,7,1,DP DE CYVADIER,,,18.22736,JACMEL,,SUD EST,DISP,,-72.466385,2005 MSPP database with geocodes,357,211,,,,2,2110358,,,,,11,,,18.2273606494,-72.4663851201
95281,0,6,DP MAX FERDINAND,,,19.049062,SAINT-MARC,,ARTIBONITE,DISP,,-72.714828,2005 MSPP database with geocodes,358,531,,,,5,5319005,,,,,31,,,19.0490626288,-72.7148284573
95282,0,2,"DISPENSAIRE ""LES BASSES""",MSPP,,18.574921,GRAND BOUCAN,,NIPPES,DISP,,-73.708309,2005 MSPP database with geocodes,359,1021,,,,10,10219001,,,,,41,,,18.5749215257,-73.7083098438
95283,3,1,DP DES ORANGERS,,,18.260092,JACMEL,,SUD EST,DISP,,-72.508495,2005 MSPP database with geocodes,360,211,,,,2,2110361,,,,,11,,,18.2600921967,-72.5084954578
95284,17,6,DP DE CARPENTIER,,,18.132079,PORT-SALUT,,SUD,DISP,,-73.946925,2005 MSPP database with geocodes,361,721,,,,7,7210362,,,,,23,,,18.1320791674,-73.9469257706
95285,12,2,DISPENSAIRE DE LATIBOLIERE,MSPP,,18.595286,JEREMIE,,GRANDE ANSE,DISP,,-74.137916,2005 MSPP database with geocodes,362,811,,,,8,8110363,,,,,11,,,18.5952867128,-74.1379169942
95286,16,7,DP DE SEGUR,,,19.149266,PETITE RIVIERE DE L'ARTIBONITE,,ARTIBONITE,DISP,,-72.504201,2005 MSPP database with geocodes,363,542,,,,5,5420364,,,,,42,,,19.1492669393,-72.5042015804
95287,0,6,DP DE DESCAREAUX,,,19.300918,DESDUNES,,ARTIBONITE,DISP,,-72.650377,2005 MSPP database with geocodes,364,544,,,,5,5449002,,,,,44,,,19.3009188342,-72.6503778257
95288,2,2,DP LILIAN DE ROCHE A BATEAU,,,18.179898,ROCHE-A-BATEAU,,SUD,DISP,,-74.003385,2005 MSPP database with geocodes,365,743,,,,7,7430366,,,,,43,,,18.1798982688,-74.0033858074
95289,0,6,DP PA NOU AN,,,19.237042,GRANDE SALINE,,ARTIBONITE,DISP,,-72.641466,2005 MSPP database with geocodes,366,543,,,,5,5439001,,,,,43,,,19.2370422269,-72.6414662396
95290,14,1,DP DE LAFOND,,,18.281041,JACMEL,,SUD EST,DISP,,-72.517924,2005 MSPP database with geocodes,367,211,,,,2,2110368,,,,,11,,,18.2810414911,-72.5179245755
95291,18,7,DP DE JEAN DENIS,,,19.184484,PETITE RIVIERE DE L'ARTIBONITE,,ARTIBONITE,DISP,,-72.542849,2005 MSPP database with geocodes,368,542,,,,5,5420369,,,,,42,,,19.1844849823,-72.5428495739
95292,3,6,DP BEREE DE DROUIN,,,19.256353,GRANDE SALINE,,ARTIBONITE,DISP,,-72.689717,2005 MSPP database with geocodes,369,543,,,,5,5430370,,,,,43,,,19.2563533418,-72.6897178801
95293,5,3,DP DE DAMASSIN,,,18.229275,COTEAUX,,SUD,DISP,,-74.063698,2005 MSPP database with geocodes,370,741,,,,7,7410371,,,,,41,,,18.2292751677,-74.0636986354
95294,0,7,DP COMMUNAUTAIRE DE MARIN,,,19.028789,VERRETTES,,ARTIBONITE,DISP,,-72.420301,2005 MSPP database with geocodes,371,532,,,,5,5329002,,,,,32,,,19.0287896945,-72.4203014407
95295,9,1,DP DE MARBIAL,,,18.333388,JACMEL,,SUD EST,DISP,,-72.471908,2005 MSPP database with geocodes,372,211,,,,2,2110373,,,,,11,,,18.3333884035,-72.471908327
95296,0,6,CENTRE MEDICAL DE LA RHEMA,,,19.20688,SAINT-MARC,,ARTIBONITE,C/S,,-72.64028,2005 MSPP database with geocodes,373,531,,,,5,5319002,,,,,31,,,19.2068800422,-72.6402806351
95297,8,7,DP DE DESARMES (SOE),,,18.991893,VERRETTES,,ARTIBONITE,DISP,,-72.389572,2005 MSPP database with geocodes,374,532,,,,5,5320375,,,,,32,,,18.9918937229,-72.3895722305
95298,3,3,DP SAINTE ANNE DE RENDEL,,,18.317749,CHARDONNIERES,,SUD,DISP,,-74.093333,2005 MSPP database with geocodes,375,751,,,,7,7510376,,,,,51,,,18.3177498626,-74.0933330082
95299,17,1,DP SAINTE THERESE DE MARBIAL,,,18.327272,JACMEL,,SUD EST,DISP,,-72.462947,2005 MSPP database with geocodes,376,211,,,,2,2110377,,,,,11,,,18.3272726439,-72.4629475188
95300,0,7,DP DE BOSSOU,,,18.902859,LA CHAPELLE,,ARTIBONITE,DISP,,-72.277353,2005 MSPP database with geocodes,377,533,,,,5,5339001,,,,,33,,,18.902859922,-72.2773534311
95301,6,6,DP DE DUMONT,,,18.060227,PORT-SALUT,,SUD,DISP,,-73.884827,2005 MSPP database with geocodes,378,721,,,,7,7210379,,,,,23,,,18.0602275003,-73.8848275183
95302,10,1,DP DE LAVOUTE,,,18.327299,JACMEL,,SUD EST,DISP,,-72.498465,2005 MSPP database with geocodes,379,211,,,,2,2110380,,,,,11,,,18.3272994161,-72.4984654805
95303,0,6,DP CLEMENTINE ET LORISMENE,,,19.16529,SAINT-MARC,,ARTIBONITE,DISP,,-72.636064,2005 MSPP database with geocodes,380,531,,,,5,5319003,,,,,31,,,19.165290128,-72.6360642096
95304,15,6,DP DE PONT SONDE,,,19.148912,SAINT-MARC,,ARTIBONITE,DISP,,-72.616949,2005 MSPP database with geocodes,381,531,,,,5,5310382,,,,,31,,,19.1489129512,-72.616949061
